time,dof_pos_target,dof_pos_actual,dof_tau,base_pos,base_vel
0.2600000000000002," 0.02071895, 0.14969651,-0.2758609 , 0.7037577 ,-0.4188652 , 0.0062344 ,
 -0.02284555,-0.3856055 , 0.8680975 ,-0.47049415","-0.01963738, 0.04282241,-0.35545671, 0.94343658,-0.53903941, 0.01734857,
 -0.03767576,-0.30586956, 0.72652891,-0.43963071"," 1.02930389, 1.70701031,-9.91879414, 0.76656495,-0.25947045,-4.55575665,
 -7.2043168 ,10.60864754,-1.73210671, 4.23237644","-0.01174783,-0.0107153 , 0.42540192","-0.03198082,-0.0995276 ,-0.09276746"
0.2800000000000002," 0.04477962, 0.13789523,-0.3162299 , 0.7134087 ,-0.24257806, 0.03057132,
 -0.0071992 ,-0.43139347, 0.91663194,-0.6104455 ","-0.03366602, 0.06136038,-0.30048693, 0.80064157,-0.53502555, 0.02893229,
 -0.01820423,-0.36363359, 0.81285706,-0.44913171"," 6.53021662, 5.21913871,-0.25195822,-3.76966334, 3.95393059,-3.40768054,
 -2.32672379, 4.47414258,-1.43401859, 0.02400797","-0.01285947,-0.01269313, 0.42168896","-0.04227496,-0.11380087,-0.2216773 "
0.3000000000000002," 0.07392231, 0.10642736,-0.3255965 , 0.70991427,-0.18931851, 0.0247601 ,
 -0.01559402,-0.45652094, 0.9604424 ,-0.5586813 ","-0.04043936, 0.07952885,-0.31571026, 0.81006963,-0.54849104, 0.02881137,
 -0.01046561,-0.40200631, 0.8806546 ,-0.47278972","  9.28131655,  5.14304331,  2.26443913,-22.08331794,  6.52277795,
   0.76040715,  0.11775387, -1.33272238, -1.65617395, -0.2580099 ","-0.01315504,-0.01385307, 0.41915073"," 0.0286421 ,-0.0132577 ,-0.03380381"
0.32000000000000023," 0.08478332, 0.14245974,-0.29243693, 0.72374684,-0.1470032 , 0.01291866,
 -0.01433877,-0.4637138 , 0.98358893,-0.51566416","-0.04918641, 0.07144361,-0.3171625 , 0.80392564,-0.53851317, 0.0197403 ,
 -0.01811613,-0.43201411, 0.93234446,-0.48751536"," 12.98815816,  4.7094981 , -2.37885302,-15.83864518,  5.5128339 ,
   1.26592261,  1.10173994, -0.14495329, -1.02328777, -0.254254  ","-0.01247121,-0.01395271, 0.41976863"," 0.04030087,-0.01963931, 0.07151666"
0.34000000000000025," 0.05886541, 0.13117898,-0.29443303, 0.7323416 ,-0.23440138,-0.01582652,
 -0.03849315,-0.46025372, 0.944981  ,-0.44669518","-0.05321492, 0.0587306 ,-0.30457907, 0.78105234,-0.52411921, 0.01553165,
 -0.02090094,-0.4520782 , 0.96323111,-0.49199694","13.94572921, 9.34944103,-0.21918322,-7.36320912, 6.31796757,-0.17033699,
  0.58453712, 0.3748587 , 0.05197215,-0.22743596","-0.0111065 ,-0.015314  , 0.42135879"," 0.0808287 ,-0.11456254, 0.07465634"
0.36000000000000026," 0.04463992, 0.11567588,-0.2770801 , 0.74239856,-0.31486478,-0.02586553,
 -0.03630199,-0.4420037 , 0.887453  ,-0.41080782","-0.05321845, 0.05196884,-0.29584406, 0.76731353,-0.51803404, 0.01612686,
 -0.02066744,-0.45704924, 0.9518056 ,-0.48616251","11.20344611, 8.39809859,-0.67492228,-5.41233174, 5.40149681,-3.21524781,
 -1.70966283, 0.2339221 , 1.09036683, 0.16436635","-0.00964248,-0.01813616, 0.42211518"," 0.06798159,-0.15637455, 0.00316614"
0.3800000000000003,"-0.03188792, 0.0535013 ,-0.2902549 , 0.762532  ,-0.39951974,-0.05871591,
 -0.0581992 ,-0.376861  , 0.7368494 ,-0.29113576","-0.05346599, 0.04720081,-0.28931398, 0.76505318,-0.52143356, 0.0123947 ,
 -0.02080049,-0.44666657, 0.90907288,-0.47450109"," 9.90542239, 7.33310802, 1.34468234,-4.79227957, 4.75231623,-3.22957675,
 -1.50403063,-0.63533084, 1.95940255, 0.15652093","-0.00787828,-0.02136493, 0.42145285"," 0.0953179 ,-0.15812273,-0.06889917"
0.4000000000000003,"-0.05117192, 0.01868086,-0.39003646, 0.847388  ,-0.5125084 ,-0.14944364,
 -0.20458706,-0.31740138, 0.72668546,-0.11845587","-5.79252900e-02, 4.13128809e-02,-2.83772266e-01, 7.72881551e-01,
 -5.30433047e-01, 4.40028870e-04,-2.39640011e-02,-4.08879361e-01,
  8.15697281e-01,-4.60247913e-01"," 2.98872108, 1.69870415,-2.35946315,-3.56509505, 3.53451188,-5.09852105,
 -3.10665974, 2.60076383,-8.61632047, 3.95359247","-0.00574032,-0.02400958, 0.41955056"," 0.11086382,-0.14275808,-0.08271331"
0.4200000000000003,"-0.03284786, 0.06678181,-0.40428275, 0.91350985,-0.49620074,-0.13945566,
 -0.1725148 ,-0.33532763, 0.7454084 ,-0.23327532","-0.05319994, 0.03343961,-0.3119224 , 0.83133775,-0.5280778 , 0.00099292,
 -0.02328251,-0.39248964, 0.80742827,-0.46227319"," -0.32338843, -0.55313323,-10.22354519, -4.63734662, -0.23235749,
 -15.24596476,-18.22808066, 11.07453568,-14.54933746,  6.61018775","-0.00338854,-0.02689283, 0.41983092"," 0.13333605,-0.11797988, 0.09291178"
0.44000000000000034,"-0.02146578, 0.07661962,-0.39813954, 0.9500349 ,-0.47090864,-0.1421988 ,
 -0.11882062,-0.34444642, 0.7238314 ,-0.3680142 ","-0.0553899 , 0.03757335,-0.35828064, 0.88748232,-0.52227213, 0.00186823,
 -0.02240284,-0.36928693, 0.79988484,-0.45959295","  2.72634124,  2.15652944, -1.57134322, -1.88924999, -0.03476128,
 -14.12431593,-14.95051333,  2.31020879, -9.54162728,  4.30998102","-0.00085363,-0.02850428, 0.42181281"," 0.1325741 ,-0.04560501, 0.1055355 "
0.46000000000000035,"-0.01987617, 0.07895906,-0.41524136, 0.9483135 ,-0.42703527,-0.1465604 ,
 -0.10167007,-0.3457449 , 0.712825  ,-0.397019  ","-0.05809   , 0.04952397,-0.39309149, 0.92328663,-0.51517271, 0.00137397,
 -0.022281  ,-0.34047755, 0.78999092,-0.45872614","  3.76656637,  1.64269115,  3.88869512,  0.80120747,  0.18650406,
 -14.27713206, -9.61975964, -5.98453706,-11.56953162,  1.83371458"," 0.00201425,-0.02914223, 0.42369732"," 0.14451355,-0.01331193, 0.07975907"
0.48000000000000037,"-0.01353352, 0.09892834,-0.4050063 , 0.91934025,-0.3843549 ,-0.120653  ,
 -0.07317733,-0.36054078, 0.7264823 ,-0.3478518 ","-5.59600014e-02, 6.03505107e-02,-4.16713657e-01, 9.34618945e-01,
 -5.01934149e-01,-7.33601794e-04,-2.27840859e-02,-3.19365341e-01,
  7.83931474e-01,-4.60021931e-01","  3.24815671,  0.99622295,  4.10622892,  1.81365691,  0.18782333,
 -14.35121373, -7.8252272 , -8.34045998,-13.49669107,  1.45635729"," 0.00439226,-0.02907149, 0.42487875","0.10222577,0.01757006,0.04078053"
0.5000000000000003,"-0.01909908, 0.06715986,-0.39248025, 0.9011621 ,-0.38429353,-0.09220291,
 -0.05822302,-0.363685  , 0.7334262 ,-0.35663518","-0.04898951, 0.0747329 ,-0.42652458, 0.91790377,-0.48386608,-0.00191834,
 -0.02332055,-0.31366674, 0.78683004,-0.46307353","  2.70604399,  0.95576412,  5.56792755,  3.12322309,  0.26764594,
 -11.89216499, -4.97511505, -9.59498305,-13.02094608,  2.64037842"," 0.00586205,-0.0287562 , 0.42500587"," 0.05754015, 0.01157068,-0.01927498"
0.5200000000000004,"-0.03188814, 0.04243723,-0.3913916 , 0.8498595 ,-0.3885482 ,-0.05308497,
 -0.06253255,-0.34858897, 0.74041426,-0.38351294","-0.03135877, 0.07890139,-0.42219384, 0.89867696,-0.46838218, 0.00155288,
 -0.02337184,-0.31700005, 0.79483481,-0.46731183"," -0.60781583, -1.17623501,  4.72200179,  2.96590219,  0.27394812,
  -9.82155003, -3.52599875, -8.38550887,-13.85124912,  2.65278911"," 0.00687574,-0.02865643, 0.42412831"," 0.0430144 , 0.00354614,-0.06130009"
0.5400000000000004," 0.00898087, 0.11710808,-0.38150907, 0.76661843,-0.33833343,-0.00864837,
 -0.04001684,-0.3627476 , 0.7821691 ,-0.42876723","-0.01045261, 0.07045678,-0.40507025, 0.86405119,-0.45511403, 0.00836001,
 -0.02250004,-0.32266737, 0.80162477,-0.4716268 "," -3.91205797, -1.95231371,  0.1845909 ,  2.09399412,  0.1549041 ,
  -6.82913872, -4.18065844, -4.02250258,-13.33472349,  2.17273215"," 0.00766109,-0.02842584, 0.42279421"," 0.03164183, 0.0181676 ,-0.07586271"
0.5600000000000004," 0.08011069, 0.19149986,-0.35740036, 0.7495659 ,-0.29777548,-0.01249567,
 -0.0366536 ,-0.40834257, 0.860217  ,-0.5065703 ","-4.47369485e-04, 7.79021913e-02,-3.93625759e-01, 8.19479440e-01,
 -4.37220568e-01, 1.57546019e-02,-1.91797448e-02,-3.36808246e-01,
  8.13767490e-01,-4.78003690e-01"," 0.4031118 , 3.31752138, 2.93452514,-8.44377967, 1.12534443,-2.92457893,
 -2.34337033,-2.9736951 ,-8.22180592, 1.56992349"," 0.00781288,-0.0279171 , 0.42085477"," 0.01341747, 0.05446277,-0.06963824"
0.5800000000000004," 0.10052652, 0.17833647,-0.35888788, 0.7547537 ,-0.31433216,-0.02451372,
 -0.05181376,-0.40422514, 0.8735329 ,-0.5254343 ","-0.00530766, 0.0751618 ,-0.3936713 , 0.81619578,-0.43335228, 0.0094148 ,
 -0.02366558,-0.36075907, 0.8521579 ,-0.48269172","  9.29533196, 12.12337851,  6.42151873,-12.3446961 ,  2.31025776,
  -1.35603388, -0.64905029, -5.98837733, -4.51728539,  0.0305339 "," 0.00829383,-0.02562026, 0.42025777","0.03894819,0.13645855,0.00433021"
0.6000000000000004," 0.09882516, 0.15862937,-0.3718924 , 0.7517387 ,-0.32821772,-0.03261742,
 -0.05906978,-0.3952739 , 0.8473689 ,-0.49724847","-0.01355806, 0.06587237,-0.38404077, 0.80989501,-0.43100871,-0.00157954,
 -0.03478218,-0.37794839, 0.86803572,-0.48717513","12.09199389,12.14967873, 2.98082677,-9.98839789, 2.21861044,-1.30451491,
 -0.63298313,-2.4194153 ,-0.45825563,-0.32113166"," 0.00933501,-0.02300543, 0.42043546","0.06154038,0.11759703,0.00774569"
0.6200000000000004," 0.03615102, 0.10012709,-0.3767606 , 0.773028  ,-0.35267988,-0.0565158 ,
 -0.06353804,-0.40453658, 0.78785545,-0.44860652","-0.01918474, 0.05690198,-0.37437674, 0.807158  ,-0.43141333,-0.01115934,
 -0.0449056 ,-0.38519774, 0.86060049,-0.48201579"," 12.23348676, 10.87301972, -1.01987613,-10.87562664,  2.18065842,
  -1.39630809, -0.69509871, -1.28722359, -2.44693371, -1.56906571"," 0.01054544,-0.02110693, 0.42042434"," 0.05988972, 0.07362384,-0.00676793"
0.6400000000000005,"-0.02866044, 0.04060973,-0.37784874, 0.81644857,-0.37927127,-0.08935305,
 -0.08390094,-0.41204974, 0.745651  ,-0.36124444","-0.01979445, 0.0544825 ,-0.37240719, 0.80702283,-0.43235124,-0.01403746,
 -0.04603568,-0.38333753, 0.85232908,-0.47076006","  5.48109857,  4.58079444, -0.6550798 , -6.72373499,  1.63514632,
  -4.17947099, -1.8844409 , -4.64608232,-10.90839941, -0.4734901 "," 0.01132828,-0.02045854, 0.42079647","0.02196758,0.0087421 ,0.03317746"
0.6600000000000005,"-0.00874113, 0.06164203,-0.38178957, 0.8098716 ,-0.4321372 ,-0.09093635,
 -0.11911127,-0.38513026, 0.76742905,-0.28952128","-0.01497796, 0.05539666,-0.3814935 , 0.81133259,-0.43253103,-0.01274027,
 -0.04078541,-0.38204803, 0.83433811,-0.45887677"," -1.82072388, -1.62310373,  2.59256854,  0.44467287,  1.08828436,
  -7.78887928, -4.85115577, -6.067258  ,-14.25126428,  0.75679604"," 0.01136066,-0.02054696, 0.42162846","-0.00873513,-0.0006127 , 0.04532817"
0.6800000000000005," 0.00159844, 0.06547207,-0.38660988, 0.8151167 ,-0.43963927,-0.09047959,
 -0.11567473,-0.3754755 , 0.76780546,-0.2750302 ","-0.01174784, 0.0563163 ,-0.38625487, 0.81156727,-0.43485265,-0.01087402,
 -0.03853528,-0.3811226 , 0.82084752,-0.45027003"," 0.09542378, 0.49701689, 1.30907959,-0.29116523, 0.36699856,-8.16717835,
 -8.11217011,-1.01071752,-8.88076013, 2.58349699"," 0.0114892 ,-0.02022211, 0.42233567","0.01572098,0.03043662,0.02489403"
0.7000000000000005," 0.01303493, 0.07211627,-0.38860232, 0.80937004,-0.43560833,-0.07254759,
 -0.09748426,-0.37159103, 0.7643992 ,-0.31086388","-0.00935451, 0.05658938,-0.38687126, 0.81472901,-0.43976636,-0.00858826,
 -0.03837832,-0.37830171, 0.8144111 ,-0.44642667"," 0.89073865, 0.86978875, 0.06878391,-0.74774713, 0.52972599,-8.39220212,
 -7.73362496,-0.01040695,-8.50712298, 3.1838523 "," 0.01200647,-0.0195287 , 0.42255011","0.03040414,0.0420827 ,0.00036435"
0.7200000000000005," 0.02347379, 0.0780516 ,-0.39633772, 0.784788  ,-0.42416418,-0.03784932,
 -0.06994429,-0.37353826, 0.7696415 ,-0.3681447 ","-0.00645809, 0.05728161,-0.38582395, 0.81970508,-0.44491084,-0.00578671,
 -0.03755823,-0.37339456, 0.80972062,-0.44487584"," 1.688396  , 1.41381702,-0.76880713,-2.97718274, 0.66914576,-6.92793082,
 -6.07734157,-0.53319733,-8.3028879 , 2.57953637"," 0.01268449,-0.01871044, 0.42251096"," 0.03291432, 0.04561701,-0.00483829"
0.7400000000000005," 0.03192643, 0.07723298,-0.402752  , 0.7812706 ,-0.3762839 ,-0.02409024,
 -0.04867742,-0.3752648 , 0.7698435 ,-0.39008617","-0.00438072, 0.05750973,-0.38524308, 0.82068782,-0.44709817,-0.00385698,
 -0.03714816,-0.37113747, 0.80626138,-0.44442231"," 2.64608023, 2.05161248,-2.21108983,-7.13048941, 0.57936192,-3.52218427,
 -3.29739966,-0.67261618,-6.73066586, 1.49112738"," 0.01311048,-0.01766998, 0.42252819","0.014163  ,0.05796683,0.00438385"
0.7600000000000006," 0.04973007, 0.08847389,-0.39458072, 0.78572285,-0.31103867,-0.01680139,
 -0.03658525,-0.38091496, 0.7780164 ,-0.3723559 ","-0.00276886, 0.0574963 ,-0.38802903, 0.82049458,-0.44707353,-0.00327785,
 -0.03601609,-0.37175715, 0.80196296,-0.44358931"," 3.33140611, 1.97641468,-2.26383973,-7.81310278, 1.37222862,-2.10293775,
 -1.3921072 ,-0.47846997,-5.5830334 , 0.96579527"," 0.01318909,-0.01653201, 0.42268455","-0.00097007, 0.05775283, 0.00985144"
0.7800000000000006," 0.06040801, 0.09869585,-0.3890049 , 0.7872662 ,-0.28543857,-0.01899976,
 -0.03411148,-0.38753644, 0.7773868 ,-0.37840605","-0.00119365, 0.05686486,-0.39170277, 0.82063417,-0.44623159,-0.00324461,
 -0.03491078,-0.37383765, 0.7990813 ,-0.4427667 "," 4.95320026, 3.24710168,-0.00845514,-7.02052993, 2.62401683,-1.35324119,
 -0.24484306,-1.05856507,-3.8114374 , 1.34199206"," 0.01315264,-0.0154131 , 0.42281636","-0.00038108, 0.05502356, 0.00482853"
0.8000000000000006," 0.05432673, 0.09354178,-0.3918192 , 0.79038554,-0.29495096,-0.02327454,
 -0.03598836,-0.39009687, 0.76949465,-0.38598558"," 2.32318207e-04, 5.55315160e-02,-3.93692455e-01, 8.20886959e-01,
 -4.45606645e-01,-3.33544774e-03,-3.44462269e-02,-3.75357252e-01,
  7.97667624e-01,-4.42279337e-01"," 5.89836276, 4.45129755, 1.18480865,-6.77264663, 3.15773859,-1.5538627 ,
  0.00882526,-2.22607198,-3.85245082, 1.23704599"," 0.01316516,-0.01436996, 0.42287389","0.00176266,0.05027026,0.00157111"
0.8200000000000006," 0.04188596, 0.07879065,-0.39688906, 0.7916957 ,-0.31257635,-0.02347985,
 -0.03612665,-0.3924855 , 0.7630024 ,-0.37635106"," 0.00140432, 0.05427325,-0.39548028, 0.82172587,-0.44543031,-0.00358212,
 -0.03396627,-0.37617408, 0.79563714,-0.44136277"," 5.20135307, 4.03621068, 1.05954365,-6.42205749, 2.99864208,-1.93553499,
 -0.24628552,-2.64857288,-4.83811882, 1.00531807"," 0.01312831,-0.01342797, 0.42290417","-0.00362273, 0.04602127, 0.00141931"
0.8400000000000006," 0.02709868, 0.06824978,-0.39844573, 0.79633296,-0.32034644,-0.02413614,
 -0.03642007,-0.39728087, 0.7589361 ,-0.35818815"," 0.00228927, 0.05268339,-0.39815379, 0.82235201,-0.44528513,-0.0041934 ,
 -0.03368634,-0.37783747, 0.79313211,-0.43959111"," 3.8891584 , 2.76959851, 0.75931493,-6.19600981, 2.63448783,-1.8608255 ,
 -0.25925399,-2.57185379,-5.57950083, 1.07371648"," 0.01291998,-0.01250971, 0.42295217","-0.01325232, 0.04617807, 0.00307548"
0.8600000000000007," 0.0226535 , 0.06256279,-0.40259257, 0.79938126,-0.33604044,-0.03011956,
 -0.04400615,-0.39536622, 0.756573  ,-0.3476531 "," 0.00261402, 0.0508225 ,-0.40168632, 0.82275246,-0.4450248 ,-0.00535818,
 -0.03364118,-0.38085847, 0.79125946,-0.43734876"," 2.43455742, 1.91385387, 1.26783099,-5.32903076, 2.46375628,-1.7598814 ,
 -0.27845225,-2.72669327,-6.1607474 , 1.36217357"," 0.01254591,-0.01154006, 0.42299842","-0.01975855, 0.04953177, 0.00246219"
0.8800000000000007," 0.02061005, 0.05963909,-0.40550458, 0.79891545,-0.36197364,-0.03649473,
 -0.05140101,-0.39427984, 0.75223345,-0.35546473"," 0.00267334, 0.04896087,-0.40462316, 0.82319226,-0.44486321,-0.00665411,
 -0.03368783,-0.38324171, 0.78948233,-0.43511392"," 1.99611241, 1.52759406, 0.84528958,-4.83249   , 2.16396392,-2.23076608,
 -1.02547717,-2.08252677,-6.26827289, 1.54048093"," 0.01215379,-0.01052501, 0.42304489","-0.01827086, 0.05175262, 0.00231709"
0.9000000000000007," 0.02135803, 0.05929185,-0.4074965 , 0.79605687,-0.3753086 ,-0.03546336,
 -0.05199032,-0.39391208, 0.75071985,-0.3657531 "," 0.00265457, 0.04715276,-0.40617749, 0.82340337,-0.44488194,-0.00785271,
 -0.0338386 ,-0.38409585, 0.78733699,-0.43308884"," 1.79938412, 1.41117384, 0.34519963,-4.92609342, 1.66360667,-2.75956243,
 -1.73701605,-1.94535785,-6.64229792, 1.36464194"," 0.01181518,-0.00945258, 0.4231094 ","-0.01599837, 0.05528933, 0.00309616"
0.9200000000000007," 0.01994334, 0.05733425,-0.40938383, 0.79354507,-0.3707064 ,-0.02672994,
 -0.04569378,-0.39489597, 0.75186676,-0.36685866"," 0.00260451, 0.04538198,-0.40692526, 0.82341658,-0.44492909,-0.00887721,
 -0.03419077,-0.38430516, 0.78534362,-0.43133979"," 1.88078517, 1.55027234,-0.00899925,-5.46999903, 1.39473739,-2.57083706,
 -1.74184225,-1.89689026,-6.59211221, 1.14889953"," 0.01149833,-0.00831383, 0.42317288","-0.01568453, 0.05852204, 0.00274807"
0.9400000000000007," 0.01570155, 0.05331832,-0.41015413, 0.794325  ,-0.35595748,-0.01967331,
 -0.03900301,-0.39748234, 0.75278246,-0.3625408 "," 0.00247278, 0.0437229 ,-0.40783142, 0.82348027,-0.44498967,-0.00974559,
 -0.03474794,-0.38492324, 0.78385202,-0.42965582"," 1.76415478, 1.50333893,-0.13195209,-6.00305339, 1.49514193,-1.62243197,
 -1.0408602 ,-1.86434887,-6.14070948, 1.08802468"," 0.01113438,-0.00713955, 0.42322728","-0.01927347, 0.05879022, 0.00287497"
0.9600000000000007," 0.01284874, 0.04976722,-0.4101297 , 0.795367  ,-0.3458066 ,-0.01646939,
 -0.03482759,-0.3999539 , 0.7523989 ,-0.3598281 "," 0.00222303, 0.04229562,-0.40952716, 0.824164  ,-0.44479618,-0.01056548,
 -0.03532154,-0.38624464, 0.78288575,-0.42790357"," 1.37323704, 1.22156047, 0.19551229,-6.12639061, 1.73993663,-0.83872196,
 -0.31889739,-2.01455997,-5.85240158, 1.13303349"," 0.01068964,-0.00599919, 0.42326264","-0.02264159, 0.05510382, 0.00179844"
0.9800000000000008," 0.01204047, 0.04826459,-0.41022027, 0.79536694,-0.34617823,-0.01594259,
 -0.03353946,-0.4017542 , 0.7503588 ,-0.36424437"," 0.00192506, 0.04103263,-0.41128331, 0.82505598,-0.44420514,-0.01137935,
 -0.03579539,-0.38756712, 0.78207012,-0.42605475"," 1.12070143, 0.98322122, 0.51264047,-6.0803781 , 1.90306048,-0.43547225,
  0.13634375,-2.26614087,-5.78470855, 1.14153815"," 0.01020522,-0.00496275, 0.42329325","-0.02436447, 0.04883681, 0.00176908"
